File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
MobAttackSequence/B_CrackerGuardian.txt,B Cracker Guardian data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this B Cracker Guardian data/configuration table.,Use when implementing/loading B Cracker Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_CrackerHumar.txt,B Cracker Humar data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for B Cracker Humar data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading B Cracker Humar data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_CrackerHumar.txt,B Cracker Humar data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this B Cracker Humar data/configuration table.,Use when implementing/loading B Cracker Humar data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_CrackerLooter.txt,B Cracker Looter data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for B Cracker Looter data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading B Cracker Looter data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_CrackerLooter.txt,B Cracker Looter data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this B Cracker Looter data/configuration table.,Use when implementing/loading B Cracker Looter data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy01.txt,Bom Boogy 01 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Bom Boogy 01 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Bom Boogy 01 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy01.txt,Bom Boogy 01 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Bom Boogy 01 data/configuration table.,Use when implementing/loading Bom Boogy 01 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy02.txt,Bom Boogy 02 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Bom Boogy 02 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Bom Boogy 02 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy02.txt,Bom Boogy 02 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Bom Boogy 02 data/configuration table.,Use when implementing/loading Bom Boogy 02 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy03.txt,Bom Boogy 03 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Bom Boogy 03 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Bom Boogy 03 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy03.txt,Bom Boogy 03 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Bom Boogy 03 data/configuration table.,Use when implementing/loading Bom Boogy 03 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy04.txt,Bom Boogy 04 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Bom Boogy 04 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Bom Boogy 04 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BomBoogy04.txt,Bom Boogy 04 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Bom Boogy 04 data/configuration table.,Use when implementing/loading Bom Boogy 04 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BoogyGuardian.txt,Boogy Guardian data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Boogy Guardian data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Boogy Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BoogyGuardian.txt,Boogy Guardian data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Boogy Guardian data/configuration table.,Use when implementing/loading Boogy Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/C_JewelGolem.txt,C Jewel Golem data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for C Jewel Golem data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading C Jewel Golem data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/C_JewelGolem.txt,C Jewel Golem data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this C Jewel Golem data/configuration table.,Use when implementing/loading C Jewel Golem data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Chimera.txt,Chimera data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Chimera data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Chimera data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Chimera.txt,Chimera data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Chimera data/configuration table.,Use when implementing/loading Chimera data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_FFocalor.txt,DT FFocalor data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT FFocalor data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT FFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_FFocalor.txt,DT FFocalor data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT FFocalor data/configuration table.,Use when implementing/loading DT FFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_FFocalor_C.txt,DT FFocalor C data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT FFocalor C data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT FFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_FFocalor_C.txt,DT FFocalor C data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT FFocalor C data/configuration table.,Use when implementing/loading DT FFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_IFocalor_C.txt,DT IFocalor C data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT IFocalor C data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT IFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_IFocalor_C.txt,DT IFocalor C data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT IFocalor C data/configuration table.,Use when implementing/loading DT IFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_Ifocalor.txt,DT Ifocalor data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT Ifocalor data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT Ifocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_Ifocalor.txt,DT Ifocalor data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT Ifocalor data/configuration table.,Use when implementing/loading DT Ifocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_SFocalor.txt,DT SFocalor data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT SFocalor data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT SFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_SFocalor.txt,DT SFocalor data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT SFocalor data/configuration table.,Use when implementing/loading DT SFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_SFocalor_C.txt,DT SFocalor C data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT SFocalor C data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT SFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_SFocalor_C.txt,DT SFocalor C data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT SFocalor C data/configuration table.,Use when implementing/loading DT SFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_TFocalor.txt,DT TFocalor data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT TFocalor data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT TFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_TFocalor.txt,DT TFocalor data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT TFocalor data/configuration table.,Use when implementing/loading DT TFocalor data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_TFocalor_C.txt,DT TFocalor C data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for DT TFocalor C data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading DT TFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/DT_TFocalor_C.txt,DT TFocalor C data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this DT TFocalor C data/configuration table.,Use when implementing/loading DT TFocalor C data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Eglack.txt,Eglack data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Eglack data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Eglack data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Eglack.txt,Eglack data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Eglack data/configuration table.,Use when implementing/loading Eglack data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/EglackMad.txt,Eglack Mad data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Eglack Mad data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Eglack Mad data/configuration; exact server branch depends on the file's system.,Medium,#columnname
